FundID,ISIN,CUSIP,Ticker,SEDOL,Basket Shares,Currency,Country Restriction,Trade Country,IDENTIFIER,CIN,SSC_ASSET_ID,ROUND LOT,TIP FACTOR,PAR,INTEREST RATE,MATURITY DATE,FUND TICKER,FUND NAME,BASKET DATE,CORPORATE ACTION FACTOR,INTEREST FACTOR,SUPPRESSPRICE,SUPPLEMENTAL_ID_1,SUPPLEMENTAL_ID_2,RIC,BBG,DERIV_TYPE
HRVG,,,LVS,,-52,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LVS..C59.20260220,,LVS   260220C00059000,LVS US 02/20/26 C59 EQUITY,OP
HRTG,,,MAA,,-16,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MAA..C135.20260220,,MAA   260220C00135000,MAA US 02/20/26 C135 EQUITY,OP
HRQL,,,MARA,,-483,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MARA..C12.20260220,,MARA  260220C00012000,MARA US 02/20/26 C12 EQUITY,OP
HRQL,,,MARA,,-443,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MARA..C9.20260320,,MARA  260320C00009000,MARA US 03/20/26 C9 EQUITY,OP
HRCL,,,MCD,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MCD..C320.20260220,,MCD   260220C00320000,MCD US 02/20/26 C320 EQUITY,OP
HRCL,,,MCD,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MCD..C327-5.20260220,,MCD   260220C00327500,MCD US 02/20/26 C327.5 EQUITY,OP
HRCL - TD,,,MCD,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MCD..P290.20260220,,MCD   260220P00290000,MCD US 02/20/26 P290 EQUITY,OP
HRCL - TD,,,MCD,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MCD..P297-5.20260220,,MCD   260220P00297500,MCD US 02/20/26 P297.5 EQUITY,OP
HRCL,,,MCD,,-4,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MCD..C340.20260306,,MCD   260306C00340000,MCD US 03/06/26 C340 EQUITY,OP
HRCL - TD,,,MCD,,-5,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MCD..P315.20260306,,MCD   260306P00315000,MCD US 03/06/26 P315 EQUITY,OP
HRTH,,,MDT,,-981,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MDT..C98.20260220,,MDT   260220C00098000,MDT US 02/20/26 C98 EQUITY,OP
HRCL,,,META,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C660.20260220,,META  260220C00660000,META US 02/20/26 C660 EQUITY,OP
HRQP,,,META,,-7,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C685.20260220,,META  260220C00685000,META US 02/20/26 C685 EQUITY,OP
HRCL,,,META,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C780.20260220,,META  260220C00780000,META US 02/20/26 C780 EQUITY,OP
HRCL - TD,,,META,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..P560.20260220,,META  260220P00560000,META US 02/20/26 P560 EQUITY,OP
HRV3,,,META,,-260,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C675.20260306,,META  260306C00675000,META US 03/06/26 C675 EQUITY,OP
HRCL,,,META,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C725.20260306,,META  260306C00725000,META US 03/06/26 C725 EQUITY,OP
HRCL - TD,,,META,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..P600.20260306,,META  260306P00600000,META US 03/06/26 P600 EQUITY,OP
HRV3,,,META,,-237,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C665.20260320,,META  260320C00665000,META US 03/20/26 C665 EQUITY,OP
HRQP,,,META,,-18,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C670.20260320,,META  260320C00670000,META US 03/20/26 C670 EQUITY,OP
HRQA,,,MFC,,-222,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.MFC..C54.20260220,,MFC   260220C00054000,MFC CN 02/20/26 C54. Equity,OP
HRQA,,,MFC,,-233,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.MFC..C51-5.20260320,,MFC   260320C00051500,MFC CN 03/20/26 C51.5 Equity,OP
HRQA,,,MG,,-155,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.MG..C92.20260320,,MG    260320C00092000,MG CN 03/20/26 C92. Equity,OP
HRQM,,,MRU,,-20,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.MRU..C98.20260320,,MRU   260320C00098000,MRU CN 03/20/26 C98. Equity,OP
HRT9,,,MS,,-261,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MS..C185.20260220,,MS    260220C00185000,MS US 02/20/26 C185 EQUITY,OP
HRTP,,,MS,,-72,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MS..C185.20260220,,MS    260220C00185000,MS US 02/20/26 C185 EQUITY,OP
HR21,,,MSFT,,-81,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C457-5.20260220,,MSFT  260220C00457500,MSFT US 02/20/26 C457.5 EQUITY,OP
HRT9,,,MSFT,,-81,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C457-5.20260220,,MSFT  260220C00457500,MSFT US 02/20/26 C457.5 EQUITY,OP
HRCL,,,MSFT,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C462-5.20260220,,MSFT  260220C00462500,MSFT US 02/20/26 C462.5 EQUITY,OP
HRQP,,,MSFT,,-16,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C465.20260220,,MSFT  260220C00465000,MSFT US 02/20/26 C465 EQUITY,OP
HRVS,,,MSFT,,-74,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C470.20260220,,MSFT  260220C00470000,MSFT US 02/20/26 C470 EQUITY,OP
HRVU,,,MSFT,,-366,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C470.20260220,,MSFT  260220C00470000,MSFT US 02/20/26 C470 EQUITY,OP
HRCL,,,MSFT,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C485.20260220,,MSFT  260220C00485000,MSFT US 02/20/26 C485 EQUITY,OP
HRQP,,,MSFT,,-11,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C490.20260220,,MSFT  260220C00490000,MSFT US 02/20/26 C490 EQUITY,OP
HRCL - TD,,,MSFT,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..P395.20260220,,MSFT  260220P00395000,MSFT US 02/20/26 P395 EQUITY,OP
HRCL - TD,,,MSFT,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..P415.20260220,,MSFT  260220P00415000,MSFT US 02/20/26 P415 EQUITY,OP
HRVS,,,MSFT,,-101,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C415.20260306,,MSFT  260306C00415000,MSFT US 03/06/26 C415 EQUITY,OP
HRVU,,,MSFT,,-352,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C415.20260306,,MSFT  260306C00415000,MSFT US 03/06/26 C415 EQUITY,OP
HRCL,,,MSFT,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C445.20260306,,MSFT  260306C00445000,MSFT US 03/06/26 C445 EQUITY,OP
HRCL - TD,,,MSFT,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..P385.20260306,,MSFT  260306P00385000,MSFT US 03/06/26 P385 EQUITY,OP
HRQP,,,MSFT,,-28,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C405.20260320,,MSFT  260320C00405000,MSFT US 03/20/26 C405 EQUITY,OP
HRVS,,,MSFT,,-100,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C410.20260320,,MSFT  260320C00410000,MSFT US 03/20/26 C410 EQUITY,OP
HRVU,,,MSFT,,-412,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C410.20260320,,MSFT  260320C00410000,MSFT US 03/20/26 C410 EQUITY,OP
HRQP,,,MSTR,,-12,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C162-5.20260220,,MSTR  260220C00162500,MSTR US 02/20/26 C162.5 EQUITY,OP
HRQP,,,MSTR,,-17,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C175.20260220,,MSTR  260220C00175000,MSTR US 02/20/26 C175 EQUITY,OP
HRV4,,,MSTR,,-351,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C180.20260220,,MSTR  260220C00180000,MSTR US 02/20/26 C180 EQUITY,OP
HRV8,,,MSTR,,-2871,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C180.20260220,,MSTR  260220C00180000,MSTR US 02/20/26 C180 EQUITY,OP
HRQL,,,MSTR,,-89,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C180.20260220,,MSTR  260220C00180000,MSTR US 02/20/26 C180 EQUITY,OP
HRV4,,,MSTR,,-435,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C140.20260306,,MSTR  260306C00140000,MSTR US 03/06/26 C140 EQUITY,OP
HRV8,,,MSTR,,-2243,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C140.20260306,,MSTR  260306C00140000,MSTR US 03/06/26 C140 EQUITY,OP
HRV4,,,MSTR,,-293,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C140.20260313,,MSTR  260313C00140000,MSTR US 03/13/26 C140 EQUITY,OP
HRV8,,,MSTR,,-2262,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C140.20260313,,MSTR  260313C00140000,MSTR US 03/13/26 C140 EQUITY,OP
HRQP,,,MSTR,,-30,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C135.20260320,,MSTR  260320C00135000,MSTR US 03/20/26 C135 EQUITY,OP
HRV4,,,MSTR,,-412,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C140.20260320,,MSTR  260320C00140000,MSTR US 03/20/26 C140 EQUITY,OP
HRV8,,,MSTR,,-3142,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C140.20260320,,MSTR  260320C00140000,MSTR US 03/20/26 C140 EQUITY,OP
HRQL,,,MSTR,,-107,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C140.20260320,,MSTR  260320C00140000,MSTR US 03/20/26 C140 EQUITY,OP
HRVG,,,MTN,,-5,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MTN..C145.20260220,,MTN   260220C00145000,MTN US 02/20/26 C145 EQUITY,OP
HRCJ,,,NA,,-13,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.NA..C168.20260220,,NA    260220C00168000,NA CN 02/20/26 C168. Equity,OP
HRCJ,,,NA,,-9,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.NA..C174.20260220,,NA    260220C00174000,NA CN 02/20/26 C174. Equity,OP
HRCJ - TD,,,NA,,-13,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.NA..P156.20260220,,NA    260220P00156000,NA CN 02/20/26 P156. Equity,OP
HRCJ - TD,,,NA,,-10,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.NA..P162.20260220,,NA    260220P00162000,NA CN 02/20/26 P162. Equity,OP
HRQA,,,NA,,-67,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.NA..C180.20260320,,NA    260320C00180000,NA CN 03/20/26 C180. Equity,OP
HRQM,,,NA,,-37,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.NA..C180.20260320,,NA    260320C00180000,NA CN 03/20/26 C180. Equity,OP
HRQP,,,NFLX,,-39,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NFLX..C87.20260220,,NFLX  260220C00087000,NFLX US 02/20/26 C87 EQUITY,OP
HRV9,,,NFLX,,-1082,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NFLX..C90.20260220,,NFLX  260220C00090000,NFLX US 02/20/26 C90 EQUITY,OP
HRQP,,,NFLX,,-58,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NFLX..C90.20260220,,NFLX  260220C00090000,NFLX US 02/20/26 C90 EQUITY,OP
HRV9,,,NFLX,,-1381,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NFLX..C83.20260306,,NFLX  260306C00083000,NFLX US 03/06/26 C83 EQUITY,OP
HRV9,,,NFLX,,-1211,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NFLX..C79.20260320,,NFLX  260320C00079000,NFLX US 03/20/26 C79 EQUITY,OP
HRQP,,,NFLX,,-102,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NFLX..C79.20260320,,NFLX  260320C00079000,NFLX US 03/20/26 C79 EQUITY,OP
HR21,,,NOW,,-455,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NOW..C137.20260220,,NOW   260220C00137000,NOW US 02/20/26 C137 EQUITY,OP
HRQA,,,NTR,,-136,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.NTR..C102.20260320,,NTR   260320C00102000,NTR CN 03/20/26 C102. Equity,OP
HRQP,,,NVDA,,-47,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C190.20260220,,NVDA  260220C00190000,NVDA US 02/20/26 C190 EQUITY,OP
HRQP,,,NVDA,,-31,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C195.20260220,,NVDA  260220C00195000,NVDA US 02/20/26 C195 EQUITY,OP
HRCL,,,NVDA,,-3,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C195.20260220,,NVDA  260220C00195000,NVDA US 02/20/26 C195 EQUITY,OP
HRCL,,,NVDA,,-3,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C207-5.20260220,,NVDA  260220C00207500,NVDA US 02/20/26 C207.5 EQUITY,OP
HRCL - TD,,,NVDA,,-4,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..P160.20260220,,NVDA  260220P00160000,NVDA US 02/20/26 P160 EQUITY,OP
HRCL - TD,,,NVDA,,-4,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..P172-5.20260220,,NVDA  260220P00172500,NVDA US 02/20/26 P172.5 EQUITY,OP
HRVY,,,NVDA,,-814,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C195.20260227,,NVDA  260227C00195000,NVDA US 02/27/26 C195 EQUITY,OP
HRVX,,,NVDA,,-167,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C190.20260306,,NVDA  260306C00190000,NVDA US 03/06/26 C190 EQUITY,OP
HRVY,,,NVDA,,-524,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C190.20260306,,NVDA  260306C00190000,NVDA US 03/06/26 C190 EQUITY,OP
HRCL,,,NVDA,,-7,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C205.20260306,,NVDA  260306C00205000,NVDA US 03/06/26 C205 EQUITY,OP
HRCL - TD,,,NVDA,,-7,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..P165.20260306,,NVDA  260306P00165000,NVDA US 03/06/26 P165 EQUITY,OP
HRVY,,,NVDA,,-998,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C190.20260313,,NVDA  260313C00190000,NVDA US 03/13/26 C190 EQUITY,OP
HRQP,,,NVDA,,-76,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C190.20260320,,NVDA  260320C00190000,NVDA US 03/20/26 C190 EQUITY,OP
HRVX,,,NVDA,,-308,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C195.20260320,,NVDA  260320C00195000,NVDA US 03/20/26 C195 EQUITY,OP
HRVY,,,NVDA,,-977,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C195.20260320,,NVDA  260320C00195000,NVDA US 03/20/26 C195 EQUITY,OP
HRCG,,,NVO,,-59,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVO..C63.20260220,,NVO   260220C00063000,NVO US 02/20/26 C63 EQUITY,OP
HRCG,,,NVO,,-32,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVO..C48.20260306,,NVO   260306C00048000,NVO US 03/06/26 C48 EQUITY,OP
HRCG,,,NVO,,-35,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVO..C61.20260306,,NVO   260306C00061000,NVO US 03/06/26 C61 EQUITY,OP
HRCG,,,NVO,,-103,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVO..C50.20260320,,NVO   260320C00050000,NVO US 03/20/26 C50 EQUITY,OP
HRCL,,,ORCL,,-3,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..C182-5.20260220,,ORCL  260220C00182500,ORCL US 02/20/26 C182.5 EQUITY,OP
HR21,,,ORCL,,-361,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..C185.20260220,,ORCL  260220C00185000,ORCL US 02/20/26 C185 EQUITY,OP
HRT9,,,ORCL,,-254,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..C185.20260220,,ORCL  260220C00185000,ORCL US 02/20/26 C185 EQUITY,OP
HRCH,,,ORCL,,-17,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..C185.20260220,,ORCL  260220C00185000,ORCL US 02/20/26 C185 EQUITY,OP
HRCL,,,ORCL,,-3,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..C202-5.20260220,,ORCL  260220C00202500,ORCL US 02/20/26 C202.5 EQUITY,OP
HRCL - TD,,,ORCL,,-4,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..P140.20260220,,ORCL  260220P00140000,ORCL US 02/20/26 P140 EQUITY,OP
HRCL - TD,,,ORCL,,-4,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..P155.20260220,,ORCL  260220P00155000,ORCL US 02/20/26 P155 EQUITY,OP
HRCH,,,ORCL,,-23,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..C145.20260306,,ORCL  260306C00145000,ORCL US 03/06/26 C145 EQUITY,OP
HRCH,,,ORCL,,-25,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..C170.20260306,,ORCL  260306C00170000,ORCL US 03/06/26 C170 EQUITY,OP
HRCL,,,ORCL,,-7,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..C180.20260306,,ORCL  260306C00180000,ORCL US 03/06/26 C180 EQUITY,OP
HRCL - TD,,,ORCL,,-7,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..P140.20260306,,ORCL  260306P00140000,ORCL US 03/06/26 P140 EQUITY,OP
HRCH,,,ORCL,,-17,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..C155.20260320,,ORCL  260320C00155000,ORCL US 03/20/26 C155 EQUITY,OP
HRCH,,,ORCL,,-22,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ORCL..C170.20260320,,ORCL  260320C00170000,ORCL US 03/20/26 C170 EQUITY,OP
HR21,,,PANW,,-388,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PANW..C187-5.20260220,,PANW  260220C00187500,PANW US 02/20/26 C187.5 EQUITY,OP
HRCL,,,PANW,,-3,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PANW..C195.20260220,,PANW  260220C00195000,PANW US 02/20/26 C195 EQUITY,OP
HRCL,,,PANW,,-3,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PANW..C207-5.20260220,,PANW  260220C00207500,PANW US 02/20/26 C207.5 EQUITY,OP
HRCL - TD,,,PANW,,-4,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PANW..P160.20260220,,PANW  260220P00160000,PANW US 02/20/26 P160 EQUITY,OP
HRCL,,,PANW,,-7,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PANW..C180.20260306,,PANW  260306C00180000,PANW US 03/06/26 C180 EQUITY,OP
HRCL - TD,,,PANW,,-7,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PANW..P140.20260306,,PANW  260306P00140000,PANW US 03/06/26 P140 EQUITY,OP
HRQP,,,PLTR,,-30,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C162-5.20260220,,PLTR  260220C00162500,PLTR US 02/20/26 C162.5 EQUITY,OP
HRQP,,,PLTR,,-44,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C175.20260220,,PLTR  260220C00175000,PLTR US 02/20/26 C175 EQUITY,OP
HRV5,,,PLTR,,-790,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C180.20260220,,PLTR  260220C00180000,PLTR US 02/20/26 C180 EQUITY,OP
HRV5,,,PLTR,,-457,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C150.20260227,,PLTR  260227C00150000,PLTR US 02/27/26 C150 EQUITY,OP
HRV5,,,PLTR,,-837,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C140.20260306,,PLTR  260306C00140000,PLTR US 03/06/26 C140 EQUITY,OP
HRV5,,,PLTR,,-932,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C140.20260313,,PLTR  260313C00140000,PLTR US 03/13/26 C140 EQUITY,OP
HRQP,,,PLTR,,-77,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C135.20260320,,PLTR  260320C00135000,PLTR US 03/20/26 C135 EQUITY,OP
HRV5,,,PLTR,,-1430,USD,N,US,,,,,,,,,,,,,,,EO.US.US.PLTR..C140.20260320,,PLTR  260320C00140000,PLTR US 03/20/26 C140 EQUITY,OP
HRQA,,,POW,,-156,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.POW..C74.20260220,,POW   260220C00074000,POW CN 02/20/26 C74. Equity,OP
HRQM,,,POW,,-47,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.POW..C74.20260220,,POW   260220C00074000,POW CN 02/20/26 C74. Equity,OP
HRQA,,,POW,,-164,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.POW..C67.20260320,,POW   260320C00067000,POW CN 03/20/26 C67. Equity,OP
HRQM,,,POW,,-47,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.POW..C67.20260320,,POW   260320C00067000,POW CN 03/20/26 C67. Equity,OP
HRQA,,,PPL,,-228,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.PPL..C60.20260320,,PPL   260320C00060000,PPL CN 03/20/26 C60. Equity,OP
HRQM,,,PPL,,-44,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.PPL..C60.20260320,,PPL   260320C00060000,PPL CN 03/20/26 C60. Equity,OP
HRQA,,,QSR,,-114,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.QSR..C96.20260220,,QSR   260220C00096000,QSR CN 02/20/26 C96. Equity,OP
HRQM,,,QSR,,-32,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.QSR..C96.20260220,,QSR   260220C00096000,QSR CN 02/20/26 C96. Equity,OP
HRQM,,,QSR,,-32,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.QSR..C95.20260320,,QSR   260320C00095000,QSR CN 03/20/26 C95. Equity,OP
HRQA,,,QSR,,-120,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.QSR..C96.20260320,,QSR   260320C00096000,QSR CN 03/20/26 C96. Equity,OP
HRQM,,,RBA,,-14,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RBA..C160.20260220,,RBA   260220C00160000,RBA CN 02/20/26 C160. Equity,OP
HRQM,,,RBA,,-14,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RBA..C145.20260320,,RBA   260320C00145000,RBA CN 03/20/26 C145. Equity,OP
HRQA,,,RCI,,-226,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RCI..C54.20260320.B,,RCI   260320C00054000,RCI CN 03/20/26 C54 Equity,OP
HRQP,,,RDDT,,-10,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RDDT..C195.20260220,,RDDT  260220C00195000,RDDT US 02/20/26 C195 EQUITY,OP
HRQP,,,RDDT,,-15,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RDDT..C230.20260220,,RDDT  260220C00230000,RDDT US 02/20/26 C230 EQUITY,OP
HRQ6,,,RDDT,,-369,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RDDT..C240.20260220,,RDDT  260220C00240000,RDDT US 02/20/26 C240 EQUITY,OP
HRQ6,,,RDDT,,-326,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RDDT..C150.20260306,,RDDT  260306C00150000,RDDT US 03/06/26 C150 EQUITY,OP
HRQP,,,RDDT,,-26,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RDDT..C150.20260320,,RDDT  260320C00150000,RDDT US 03/20/26 C150 EQUITY,OP
HRQ6,,,RDDT,,-582,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RDDT..C155.20260320,,RDDT  260320C00155000,RDDT US 03/20/26 C155 EQUITY,OP
HRQL,,,RIOT,,-445,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RIOT..C19.20260220,,RIOT  260220C00019000,RIOT US 02/20/26 C19 EQUITY,OP
HRQL,,,RIOT,,-444,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RIOT..C17.20260320,,RIOT  260320C00017000,RIOT US 03/20/26 C17 EQUITY,OP
HRVP,,,RTX,,-42,USD,N,US,,,,,,,,,,,,,,,EO.US.US.RTX..C205.20260220,,RTX   260220C00205000,RTX US 02/20/26 C205 EQUITY,OP
HRCJ,,,RY,,-13,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C234.20260220,,RY    260220C00234000,RY CN 02/20/26 C234. Equity,OP
HRQA,,,RY,,-48,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C240.20260220,,RY    260220C00240000,RY CN 02/20/26 C240. Equity,OP
HRQM,,,RY,,-28,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C240.20260220,,RY    260220C00240000,RY CN 02/20/26 C240. Equity,OP
HRQ1,,,RY,,-289,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C240.20260220,,RY    260220C00240000,RY CN 02/20/26 C240. Equity,OP
HRQU,,,RY,,-45,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C240.20260220,,RY    260220C00240000,RY CN 02/20/26 C240. Equity,OP
HRCJ,,,RY,,-6,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C242.20260220,,RY    260220C00242000,RY CN 02/20/26 C242. Equity,OP
HRCJ - TD,,,RY,,-13,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..P218.20260220,,RY    260220P00218000,RY CN 02/20/26 P218. Equity,OP
HRCJ - TD,,,RY,,-7,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..P225.20260220,,RY    260220P00225000,RY CN 02/20/26 P225. Equity,OP
HRQA,,,RY,,-50,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C238.20260320,,RY    260320C00238000,RY CN 03/20/26 C238. Equity,OP
HRQM,,,RY,,-27,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C238.20260320,,RY    260320C00238000,RY CN 03/20/26 C238. Equity,OP
HRQ1,,,RY,,-371,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.RY..C238.20260320,,RY    260320C00238000,RY CN 03/20/26 C238. Equity,OP
